Dataset,Classifier,Clustering,K,TrainAccuracy,TestAccuracy
pima-indians-diabetes,svmLinear,km,35,0.776041666666667,0.75
sonar.all,svmLinear,km,16,0.857142857142857,0.796116504854369
image-segmentation,svmLinear,km,56,0.94025974025974,0.928138528138528
ionosphere,svmLinear,km,29,0.954545454545455,0.942857142857143
spectrometer,svmLinear,km,29,0.709219858156028,0.538152610441767
statlog-vehicle,svmLinear,km,27,0.747641509433962,0.710900473933649
optdigits,svmLinear,km,178,0.993952330131626,0.975436098255607
statlog-satimage,svmLinear,km,73,0.899036968002485,0.890858208955224
pendigits,svmLinear,km,136,0.995090016366612,0.993446204259967
wine,svmLinear,km,10,0.977777777777778,0.965909090909091
breast-cancer-wisconsin,svmLinear,km,25,0.973684210526316,0.967741935483871
yeast,svmLinear,km,58,0.638926174496644,0.603518267929635
glass,svmLinear,km,16,0.788990825688073,0.647619047619048
ecoli,svmLinear,km,13,0.876470588235294,0.849397590361446
vowel-context,svmLinear,km,45,0.961616161616162,0.876767676767677
iris,svmLinear,km,6,0.933333333333333,0.866666666666667
pima-indians-diabetes,svmLinear,km,35,0.783854166666667,0.776041666666667
sonar.all,svmLinear,km,16,0.819047619047619,0.776699029126214
image-segmentation,svmLinear,km,56,0.94978354978355,0.92987012987013
ionosphere,svmLinear,km,29,0.960227272727273,0.925714285714286
spectrometer,svmLinear,km,29,0.677304964539007,0.530120481927711
statlog-vehicle,svmLinear,km,27,0.766509433962264,0.691943127962085
optdigits,svmLinear,km,178,0.993596584845251,0.975436098255607
statlog-satimage,svmLinear,km,73,0.900279589934762,0.893034825870647
pendigits,svmLinear,km,136,0.995453718857974,0.991443655561624
wine,svmLinear,km,10,1,0.977272727272727
breast-cancer-wisconsin,svmLinear,km,25,0.973684210526316,0.970674486803519
yeast,svmLinear,km,58,0.633557046979866,0.617050067658999
glass,svmLinear,km,16,0.788990825688073,0.628571428571429
ecoli,svmLinear,km,13,0.894117647058824,0.86144578313253
vowel-context,svmLinear,km,45,0.961616161616162,0.884848484848485
iris,svmLinear,km,6,0.96,0.906666666666667
pima-indians-diabetes,svmLinear,km,35,0.7890625,0.78125
sonar.all,svmLinear,km,16,0.819047619047619,0.679611650485437
image-segmentation,svmLinear,km,56,0.941125541125541,0.941991341991342
ionosphere,svmLinear,km,29,0.982954545454545,0.897142857142857
spectrometer,svmLinear,km,29,0.723404255319149,0.534136546184739
statlog-vehicle,svmLinear,km,27,0.752358490566038,0.713270142180095
optdigits,svmLinear,km,178,0.995375311277126,0.97686009255963
statlog-satimage,svmLinear,km,73,0.902764833799317,0.884017412935323
pendigits,svmLinear,km,136,0.995271867612293,0.989441106863281
wine,svmLinear,km,10,1,0.977272727272727
breast-cancer-wisconsin,svmLinear,km,25,0.961988304093567,0.982404692082111
yeast,svmLinear,km,58,0.676510067114094,0.585926928281461
glass,svmLinear,km,16,0.798165137614679,0.685714285714286
ecoli,svmLinear,km,13,0.941176470588235,0.825301204819277
vowel-context,svmLinear,km,45,0.963636363636364,0.862626262626263
iris,svmLinear,km,6,0.96,0.933333333333333
pima-indians-diabetes,svmLinear,km,35,0.776041666666667,0.786458333333333
sonar.all,svmLinear,km,16,0.895238095238095,0.728155339805825
image-segmentation,svmLinear,km,56,0.943722943722944,0.926406926406926
ionosphere,svmLinear,km,29,0.954545454545455,0.942857142857143
spectrometer,svmLinear,km,29,0.702127659574468,0.538152610441767
statlog-vehicle,svmLinear,km,27,0.754716981132076,0.694312796208531
optdigits,svmLinear,km,178,0.995731056563501,0.974724101103596
statlog-satimage,svmLinear,km,73,0.898105001553277,0.891480099502488
pendigits,svmLinear,km,136,0.995090016366612,0.987620608046605
wine,svmLinear,km,10,0.988888888888889,0.977272727272727
breast-cancer-wisconsin,svmLinear,km,25,0.967836257309941,0.970674486803519
yeast,svmLinear,km,58,0.638926174496644,0.60893098782138
glass,svmLinear,km,16,0.807339449541284,0.638095238095238
ecoli,svmLinear,km,13,0.882352941176471,0.885542168674699
vowel-context,svmLinear,km,45,0.939393939393939,0.876767676767677
iris,svmLinear,km,6,0.986666666666667,0.906666666666667
pima-indians-diabetes,svmLinear,km,35,0.786458333333333,0.765625
sonar.all,svmLinear,km,16,0.857142857142857,0.737864077669903
image-segmentation,svmLinear,km,56,0.945454545454545,0.925541125541126
ionosphere,svmLinear,km,29,0.965909090909091,0.96
spectrometer,svmLinear,km,29,0.659574468085106,0.614457831325301
statlog-vehicle,svmLinear,km,27,0.742924528301887,0.720379146919431
optdigits,svmLinear,km,178,0.995019565990751,0.97436810252759
statlog-satimage,svmLinear,km,73,0.904628766697732,0.887748756218905
pendigits,svmLinear,km,136,0.996362975086379,0.989987256508283
wine,svmLinear,km,10,0.988888888888889,0.943181818181818
breast-cancer-wisconsin,svmLinear,km,25,0.970760233918129,0.973607038123167
yeast,svmLinear,km,58,0.657718120805369,0.599458728010825
glass,svmLinear,km,16,0.779816513761468,0.666666666666667
ecoli,svmLinear,km,13,0.894117647058824,0.825301204819277
vowel-context,svmLinear,km,45,0.957575757575758,0.854545454545454
iris,svmLinear,km,6,0.933333333333333,0.92
pima-indians-diabetes,svmLinear,km,35,0.794270833333333,0.786458333333333
sonar.all,svmLinear,km,16,0.895238095238095,0.83495145631068
image-segmentation,svmLinear,km,56,0.948917748917749,0.918614718614719
ionosphere,svmLinear,km,29,0.948863636363636,0.971428571428571
spectrometer,svmLinear,km,29,0.702127659574468,0.534136546184739
statlog-vehicle,svmLinear,km,27,0.773584905660377,0.71563981042654
optdigits,svmLinear,km,178,0.997509782995375,0.973300106799573
statlog-satimage,svmLinear,km,73,0.895930413171792,0.893034825870647
pendigits,svmLinear,km,136,0.995817421349336,0.988166757691608
