Dataset,Classifier,Clustering,K,TrainAccuracy,TestAccuracy
pendigits,svmLinear,km,212,0.99654482633206,0.992900054614965
wine,svmLinear,km,15,1,0.988636363636364
breast-cancer-wisconsin,svmLinear,km,36,0.985380116959064,0.961876832844575
yeast,svmLinear,km,90,0.657718120805369,0.596752368064953
glass,svmLinear,km,29,0.825688073394495,0.695238095238095
ecoli,svmLinear,km,21,0.911764705882353,0.885542168674699
vowel-context,svmLinear,km,81,0.97979797979798,0.894949494949495
iris,svmLinear,km,9,0.96,0.92
pima-indians-diabetes,svmLinear,km,58,0.807291666666667,0.7734375
sonar.all,svmLinear,km,26,0.895238095238095,0.728155339805825
image-segmentation,svmLinear,km,93,0.956709956709957,0.92987012987013
ionosphere,svmLinear,km,48,0.977272727272727,0.925714285714286
spectrometer,svmLinear,km,39,0.712765957446808,0.522088353413655
statlog-vehicle,svmLinear,km,41,0.787735849056604,0.699052132701422
optdigits,svmLinear,km,298,0.997509782995375,0.974724101103596
statlog-satimage,svmLinear,km,114,0.912084498291395,0.892723880597015
pendigits,svmLinear,km,212,0.997272231314784,0.991625705443291
wine,svmLinear,km,15,1,0.954545454545455
breast-cancer-wisconsin,svmLinear,km,36,0.97953216374269,0.958944281524927
yeast,svmLinear,km,90,0.683221476510067,0.585926928281461
glass,svmLinear,km,29,0.770642201834862,0.733333333333333
ecoli,svmLinear,km,21,0.917647058823529,0.86144578313253
vowel-context,svmLinear,km,81,0.987878787878788,0.907070707070707
iris,svmLinear,km,9,0.986666666666667,0.96
pima-indians-diabetes,svmLinear,km,58,0.791666666666667,0.765625
sonar.all,svmLinear,km,26,0.904761904761905,0.766990291262136
image-segmentation,svmLinear,km,93,0.950649350649351,0.94025974025974
ionosphere,svmLinear,km,48,0.960227272727273,0.937142857142857
spectrometer,svmLinear,km,39,0.74113475177305,0.55421686746988
statlog-vehicle,svmLinear,km,41,0.80188679245283,0.706161137440758
optdigits,svmLinear,km,298,0.99786552828175,0.971164115343539
statlog-satimage,svmLinear,km,114,0.904939422180801,0.893034825870647
pendigits,svmLinear,km,212,0.996181123840698,0.992353904969962
wine,svmLinear,km,15,1,0.943181818181818
breast-cancer-wisconsin,svmLinear,km,36,0.976608187134503,0.961876832844575
yeast,svmLinear,km,90,0.663087248322148,0.596752368064953
glass,svmLinear,km,29,0.825688073394495,0.676190476190476
ecoli,svmLinear,km,21,0.911764705882353,0.831325301204819
vowel-context,svmLinear,km,81,0.973737373737374,0.880808080808081
iris,svmLinear,km,9,0.946666666666667,0.906666666666667
pima-indians-diabetes,svmLinear,km,58,0.809895833333333,0.739583333333333
sonar.all,svmLinear,km,26,0.895238095238095,0.776699029126214
image-segmentation,svmLinear,km,93,0.961904761904762,0.942857142857143
ionosphere,svmLinear,km,48,0.982954545454545,0.891428571428571
spectrometer,svmLinear,km,39,0.737588652482269,0.518072289156627
statlog-vehicle,svmLinear,km,41,0.790094339622642,0.687203791469194
optdigits,svmLinear,km,298,0.99644254713625,0.98184407262371
statlog-satimage,svmLinear,km,114,0.902143522833178,0.894278606965174
pendigits,svmLinear,km,212,0.997635933806147,0.988894957218278
wine,svmLinear,km,15,0.988888888888889,0.965909090909091
breast-cancer-wisconsin,svmLinear,km,36,0.97953216374269,0.956011730205279
yeast,svmLinear,km,90,0.63758389261745,0.610284167794317
glass,svmLinear,km,29,0.779816513761468,0.695238095238095
ecoli,svmLinear,km,21,0.911764705882353,0.813253012048193
vowel-context,svmLinear,km,81,0.971717171717172,0.880808080808081
iris,svmLinear,km,9,0.973333333333333,0.973333333333333
pima-indians-diabetes,svmLinear,km,58,0.8203125,0.75
sonar.all,svmLinear,km,26,0.952380952380952,0.786407766990291
image-segmentation,svmLinear,km,93,0.955844155844156,0.936796536796537
ionosphere,svmLinear,km,48,0.982954545454545,0.954285714285714
spectrometer,svmLinear,km,39,0.712765957446808,0.57429718875502
statlog-vehicle,svmLinear,km,41,0.799528301886792,0.725118483412322
optdigits,svmLinear,km,298,0.997154037709,0.971164115343539
statlog-satimage,svmLinear,km,114,0.908356632494564,0.893345771144279
pendigits,svmLinear,km,212,0.99654482633206,0.989623156744948
wine,svmLinear,km,15,1,0.954545454545455
breast-cancer-wisconsin,svmLinear,km,36,0.967836257309941,0.964809384164223
yeast,svmLinear,km,90,0.677852348993289,0.584573748308525
glass,svmLinear,km,29,0.798165137614679,0.723809523809524
ecoli,svmLinear,km,21,0.917647058823529,0.855421686746988
vowel-context,svmLinear,km,81,0.983838383838384,0.876767676767677
iris,svmLinear,km,9,0.973333333333333,0.92
pima-indians-diabetes,svmLinear,km,58,0.8125,0.770833333333333
sonar.all,svmLinear,km,26,0.904761904761905,0.83495145631068
image-segmentation,svmLinear,km,93,0.952380952380952,0.944588744588745
ionosphere,svmLinear,km,48,0.977272727272727,0.948571428571429
spectrometer,svmLinear,km,39,0.723404255319149,0.506024096385542
statlog-vehicle,svmLinear,km,41,0.787735849056604,0.722748815165877
optdigits,svmLinear,km,298,0.9985770188545,0.97436810252759
statlog-satimage,svmLinear,km,114,0.90556073314694,0.904850746268657
pendigits,svmLinear,km,212,0.996181123840698,0.993446204259967
wine,svmLinear,km,15,1,0.988636363636364
breast-cancer-wisconsin,svmLinear,km,36,0.973684210526316,0.961876832844575
yeast,svmLinear,km,90,0.649664429530201,0.60893098782138
glass,svmLinear,km,29,0.788990825688073,0.771428571428571
ecoli,svmLinear,km,21,0.882352941176471,0.86144578313253
vowel-context,svmLinear,km,81,0.975757575757576,0.909090909090909
iris,svmLinear,km,9,0.96,0.96
pima-indians-diabetes,svmLinear,km,58,0.809895833333333,0.755208333333333
sonar.all,svmLinear,km,26,0.923809523809524,0.825242718446602
image-segmentation,svmLinear,km,93,0.963636363636364,0.934199134199134
ionosphere,svmLinear,km,48,0.971590909090909,0.942857142857143
spectrometer,svmLinear,km,39,0.705673758865248,0.570281124497992
statlog-vehicle,svmLinear,km,41,0.799528301886792,0.68957345971564
optdigits,svmLinear,km,298,0.998221273568125,0.974724101103596
statlog-satimage,svmLinear,km,114,0.897483690587139,0.905161691542289
pendigits,svmLinear,km,212,0.996362975086379,0.990169306389951
wine,svmLinear,km,15,1,0.965909090909091
breast-cancer-wisconsin,svmLinear,km,36,0.982456140350877,0.956011730205279
yeast,svmLinear,km,90,0.660402684563758,0.584573748308525
glass,svmLinear,km,29,0.798165137614679,0.704761904761905
ecoli,svmLinear,km,21,0.905882352941176,0.855421686746988
vowel-context,svmLinear,km,81,0.975757575757576,0.905050505050505
iris,svmLinear,km,9,0.92,0.92
pima-indians-diabetes,svmLinear,km,58,0.854166666666667,0.729166666666667
sonar.all,svmLinear,km,26,0.857142857142857,0.825242718446602
image-segmentation,svmLinear,km,93,0.956709956709957,0.929004329004329
ionosphere,svmLinear,km,48,0.965909090909091,0.965714285714286
spectrometer,svmLinear,km,39,0.75886524822695,0.562248995983936
statlog-vehicle,svmLinear,km,41,0.761792452830189,0.696682464454976
optdigits,svmLinear,km,298,0.998221273568125,0.977216091135635
statlog-satimage,svmLinear,km,114,0.910220565392979,0.89365671641791
pendigits,svmLinear,km,212,0.997090380069103,0.989077007099945
