Dataset,Classifier,Clustering,K,TrainAccuracy,TestAccuracy
image-segmentation,svmLinear,sc,56,0.938528138528139,0.932467532467532
ionosphere,svmLinear,sc,29,0.965909090909091,0.92
spectrometer,svmLinear,sc,29,0.74113475177305,0.51004016064257
statlog-vehicle,svmLinear,sc,27,0.724056603773585,0.665876777251185
optdigits,svmLinear,sc,178,0.995375311277126,0.97436810252759
statlog-satimage,svmLinear,sc,73,0.894998446722585,0.891169154228856
pendigits,svmLinear,sc,136,0.996181123840698,0.991079555798289
wine,svmLinear,sc,10,0.988888888888889,0.988636363636364
breast-cancer-wisconsin,svmLinear,sc,25,0.970760233918129,0.979472140762463
yeast,svmLinear,sc,58,0.606711409395973,0.644113667117727
glass,svmLinear,sc,16,0.788990825688073,0.676190476190476
ecoli,svmLinear,sc,13,0.888235294117647,0.837349397590361
vowel-context,svmLinear,sc,45,0.967676767676768,0.880808080808081
iris,svmLinear,sc,6,0.946666666666667,0.92
pima-indians-diabetes,svmLinear,sc,35,0.778645833333333,0.783854166666667
sonar.all,svmLinear,sc,16,0.847619047619048,0.737864077669903
image-segmentation,svmLinear,sc,56,0.948051948051948,0.932467532467532
ionosphere,svmLinear,sc,29,0.965909090909091,0.92
spectrometer,svmLinear,sc,29,0.695035460992908,0.538152610441767
statlog-vehicle,svmLinear,sc,27,0.738207547169811,0.694312796208531
optdigits,svmLinear,sc,178,0.994663820704376,0.972588109647561
statlog-satimage,svmLinear,sc,73,0.89717303510407,0.881529850746269
pendigits,svmLinear,sc,136,0.994544462629569,0.989987256508283
wine,svmLinear,sc,10,0.966666666666667,1
breast-cancer-wisconsin,svmLinear,sc,25,0.967836257309941,0.967741935483871
yeast,svmLinear,sc,58,0.65503355704698,0.571041948579161
glass,svmLinear,sc,16,0.761467889908257,0.704761904761905
ecoli,svmLinear,sc,13,0.888235294117647,0.855421686746988
vowel-context,svmLinear,sc,45,0.935353535353535,0.870707070707071
iris,svmLinear,sc,6,0.92,0.933333333333333
pima-indians-diabetes,svmLinear,sc,35,0.809895833333333,0.768229166666667
sonar.all,svmLinear,sc,16,0.857142857142857,0.805825242718447
image-segmentation,svmLinear,sc,56,0.941125541125541,0.928138528138528
ionosphere,svmLinear,sc,29,0.9375,0.96
spectrometer,svmLinear,sc,29,0.659574468085106,0.538152610441767
statlog-vehicle,svmLinear,sc,27,0.752358490566038,0.713270142180095
optdigits,svmLinear,sc,178,0.993596584845251,0.97436810252759
statlog-satimage,svmLinear,sc,73,0.889717303510407,0.888681592039801
pendigits,svmLinear,sc,136,0.993817057646845,0.988348807573275
